,generation,new_infections_1,new_infections_2,total_infections_1,total_infections_2,total_infections,simulation_id
1,1,1,0,2,0,2,3709
2,2,0,0,2,0,2,3709
0,0,1,0,1,0,1,3710
1,1,1,1,2,1,3,3710
2,2,1,0,3,1,4,3710
3,3,1,0,4,1,5,3710
4,4,1,0,5,1,6,3710
5,5,0,0,5,1,6,3710
0,0,1,0,1,0,1,3711
1,1,2,1,3,1,4,3711
2,2,1,0,4,1,5,3711
3,3,0,0,4,1,5,3711
0,0,1,0,1,0,1,3712
1,1,1,0,2,0,2,3712
2,2,2,0,4,0,4,3712
3,3,1,1,5,1,6,3712
4,4,0,0,5,1,6,3712
0,0,1,0,1,0,1,3713
1,1,1,0,2,0,2,3713
2,2,0,0,2,0,2,3713
0,0,1,0,1,0,1,3714
1,1,1,0,2,0,2,3714
2,2,1,0,3,0,3,3714
3,3,1,0,4,0,4,3714
4,4,0,0,4,0,4,3714
0,0,1,0,1,0,1,3715
1,1,0,0,1,0,1,3715
0,0,1,0,1,0,1,3716
1,1,1,1,2,1,3,3716
2,2,0,0,2,1,3,3716
0,0,1,0,1,0,1,3717
1,1,1,0,2,0,2,3717
2,2,0,0,2,0,2,3717
0,0,1,0,1,0,1,3718
1,1,0,0,1,0,1,3718
0,0,1,0,1,0,1,3719
1,1,0,0,1,0,1,3719
0,0,1,0,1,0,1,3720
1,1,0,0,1,0,1,3720
0,0,1,0,1,0,1,3721
1,1,1,0,2,0,2,3721
2,2,0,0,2,0,2,3721
0,0,1,0,1,0,1,3722
1,1,0,0,1,0,1,3722
0,0,1,0,1,0,1,3723
1,1,0,1,1,1,2,3723
2,2,0,0,1,1,2,3723
0,0,1,0,1,0,1,3724
1,1,0,0,1,0,1,3724
0,0,1,0,1,0,1,3725
1,1,0,2,1,2,3,3725
2,2,2,0,3,2,5,3725
3,3,1,0,4,2,6,3725
4,4,1,0,5,2,7,3725
5,5,0,0,5,2,7,3725
0,0,1,0,1,0,1,3726
1,1,2,0,3,0,3,3726
2,2,0,0,3,0,3,3726
0,0,1,0,1,0,1,3727
1,1,0,0,1,0,1,3727
0,0,1,0,1,0,1,3728
1,1,1,0,2,0,2,3728
2,2,2,0,4,0,4,3728
3,3,1,0,5,0,5,3728
4,4,1,0,6,0,6,3728
5,5,0,0,6,0,6,3728
0,0,1,0,1,0,1,3729
1,1,1,0,2,0,2,3729
2,2,1,0,3,0,3,3729
3,3,2,1,5,1,6,3729
4,4,2,3,7,4,11,3729
5,5,3,3,10,7,17,3729
6,6,0,2,10,9,19,3729
7,7,1,3,11,12,23,3729
8,8,2,4,13,16,29,3729
9,9,3,0,16,16,32,3729
10,10,1,0,17,16,33,3729
11,11,2,0,19,16,35,3729
12,12,0,0,19,16,35,3729
0,0,1,0,1,0,1,3730
1,1,1,0,2,0,2,3730
2,2,1,1,3,1,4,3730
3,3,0,0,3,1,4,3730
0,0,1,0,1,0,1,3731
1,1,2,0,3,0,3,3731
2,2,0,0,3,0,3,3731
0,0,1,0,1,0,1,3732
1,1,1,0,2,0,2,3732
2,2,2,0,4,0,4,3732
3,3,1,1,5,1,6,3732
4,4,0,0,5,1,6,3732
0,0,1,0,1,0,1,3733
1,1,1,0,2,0,2,3733
2,2,0,0,2,0,2,3733
0,0,1,0,1,0,1,3734
1,1,1,0,2,0,2,3734
2,2,0,0,2,0,2,3734
0,0,1,0,1,0,1,3735
1,1,1,0,2,0,2,3735
2,2,2,1,4,1,5,3735
3,3,2,0,6,1,7,3735
4,4,0,1,6,2,8,3735
5,5,0,0,6,2,8,3735
0,0,1,0,1,0,1,3736
1,1,2,0,3,0,3,3736
2,2,1,0,4,0,4,3736
3,3,0,0,4,0,4,3736
0,0,1,0,1,0,1,3737
1,1,1,0,2,0,2,3737
2,2,4,1,6,1,7,3737
3,3,4,3,10,4,14,3737
4,4,6,4,16,8,24,3737
5,5,9,5,25,13,38,3737
6,6,8,3,33,16,49,3737
7,7,6,2,39,18,57,3737
8,8,5,2,44,20,64,3737
9,9,7,2,51,22,73,3737
10,10,4,2,55,24,79,3737
11,11,4,1,59,25,84,3737
12,12,3,1,62,26,88,3737
13,13,3,1,65,27,92,3737
14,14,2,3,67,30,97,3737
15,15,2,3,69,33,102,3737
16,16,2,6,71,39,110,3737
17,17,3,4,74,43,117,3737
18,18,6,2,80,45,125,3737
19,19,4,1,84,46,130,3737
20,20,4,1,88,47,135,3737
21,21,2,0,90,47,137,3737
22,22,1,0,91,47,138,3737
23,23,1,0,92,47,139,3737
24,24,2,1,94,48,142,3737
25,25,0,0,94,48,142,3737
0,0,1,0,1,0,1,3738
1,1,0,0,1,0,1,3738
0,0,1,0,1,0,1,3739
1,1,0,1,1,1,2,3739
2,2,1,0,2,1,3,3739
3,3,0,0,2,1,3,3739
0,0,1,0,1,0,1,3740
1,1,3,0,4,0,4,3740
2,2,1,1,5,1,6,3740
3,3,0,3,5,4,9,3740
4,4,0,3,5,7,12,3740
5,5,1,2,6,9,15,3740
6,6,1,1,7,10,17,3740
7,7,1,2,8,12,20,3740
8,8,3,1,11,13,24,3740
9,9,0,2,11,15,26,3740
10,10,0,2,11,17,28,3740
11,11,1,0,12,17,29,3740
12,12,3,1,15,18,33,3740
13,13,2,1,17,19,36,3740
14,14,1,3,18,22,40,3740
15,15,1,5,19,27,46,3740
16,16,2,3,21,30,51,3740
17,17,2,2,23,32,55,3740
18,18,3,1,26,33,59,3740
19,19,3,0,29,33,62,3740
20,20,1,0,30,33,63,3740
21,21,0,1,30,34,64,3740
22,22,1,1,31,35,66,3740
23,23,4,0,35,35,70,3740
24,24,4,1,39,36,75,3740
25,25,3,3,42,39,81,3740
26,26,2,1,44,40,84,3740
27,27,3,0,47,40,87,3740
28,28,2,1,49,41,90,3740
29,29,1,0,50,41,91,3740
30,30,1,0,51,41,92,3740
31,31,1,0,52,41,93,3740
32,32,0,0,52,41,93,3740
0,0,1,0,1,0,1,3741
1,1,0,0,1,0,1,3741
0,0,1,0,1,0,1,3742
1,1,0,0,1,0,1,3742
0,0,1,0,1,0,1,3743
1,1,0,0,1,0,1,3743
0,0,1,0,1,0,1,3744
1,1,0,0,1,0,1,3744
0,0,1,0,1,0,1,3745
1,1,2,0,3,0,3,3745
2,2,0,0,3,0,3,3745
0,0,1,0,1,0,1,3746
1,1,1,0,2,0,2,3746
2,2,0,1,2,1,3,3746
3,3,0,0,2,1,3,3746
0,0,1,0,1,0,1,3747
1,1,0,0,1,0,1,3747
0,0,1,0,1,0,1,3748
1,1,0,0,1,0,1,3748
0,0,1,0,1,0,1,3749
1,1,0,1,1,1,2,3749
2,2,0,0,1,1,2,3749
0,0,1,0,1,0,1,3750
1,1,2,2,3,2,5,3750
2,2,0,0,3,2,5,3750
0,0,1,0,1,0,1,3751
1,1,1,0,2,0,2,3751
2,2,0,1,2,1,3,3751
3,3,1,1,3,2,5,3751
4,4,2,2,5,4,9,3751
5,5,4,2,9,6,15,3751
6,6,4,1,13,7,20,3751
7,7,2,2,15,9,24,3751
8,8,3,2,18,11,29,3751
9,9,4,4,22,15,37,3751
10,10,2,1,24,16,40,3751
11,11,2,2,26,18,44,3751
12,12,3,1,29,19,48,3751
13,13,3,2,32,21,53,3751
14,14,2,2,34,23,57,3751
15,15,2,3,36,26,62,3751
16,16,1,6,37,32,69,3751
17,17,2,8,39,40,79,3751
18,18,4,4,43,44,87,3751
19,19,4,4,47,48,95,3751
20,20,4,5,51,53,104,3751
21,21,4,3,55,56,111,3751
22,22,4,1,59,57,116,3751
23,23,4,2,63,59,122,3751
24,24,2,2,65,61,126,3751
25,25,1,5,66,66,132,3751
26,26,2,1,68,67,135,3751
27,27,1,0,69,67,136,3751
28,28,0,0,69,67,136,3751
0,0,1,0,1,0,1,3752
1,1,1,0,2,0,2,3752
2,2,1,0,3,0,3,3752
3,3,1,0,4,0,4,3752
4,4,1,0,5,0,5,3752
5,5,0,0,5,0,5,3752
0,0,1,0,1,0,1,3753
1,1,0,0,1,0,1,3753
0,0,1,0,1,0,1,3754
1,1,0,0,1,0,1,3754
0,0,1,0,1,0,1,3755
1,1,0,1,1,1,2,3755
2,2,0,1,1,2,3,3755
3,3,0,1,1,3,4,3755
4,4,0,0,1,3,4,3755
0,0,1,0,1,0,1,3756
1,1,0,0,1,0,1,3756
0,0,1,0,1,0,1,3757
1,1,1,0,2,0,2,3757
2,2,1,0,3,0,3,3757
3,3,0,0,3,0,3,3757
0,0,1,0,1,0,1,3758
1,1,2,0,3,0,3,3758
2,2,1,0,4,0,4,3758
3,3,0,0,4,0,4,3758
0,0,1,0,1,0,1,3759
1,1,0,0,1,0,1,3759
0,0,1,0,1,0,1,3760
1,1,1,0,2,0,2,3760
2,2,2,0,4,0,4,3760
3,3,2,1,6,1,7,3760
4,4,0,1,6,2,8,3760
5,5,1,2,7,4,11,3760
6,6,0,2,7,6,13,3760
7,7,1,2,8,8,16,3760
8,8,6,3,14,11,25,3760
9,9,6,2,20,13,33,3760
10,10,3,2,23,15,38,3760
11,11,3,2,26,17,43,3760
12,12,2,3,28,20,48,3760
13,13,1,4,29,24,53,3760
14,14,0,6,29,30,59,3760
15,15,0,2,29,32,61,3760
16,16,0,0,29,32,61,3760
0,0,1,0,1,0,1,3761
1,1,0,0,1,0,1,3761
0,0,1,0,1,0,1,3762
1,1,1,0,2,0,2,3762
2,2,2,1,4,1,5,3762
3,3,2,1,6,2,8,3762
4,4,1,2,7,4,11,3762
5,5,0,0,7,4,11,3762
0,0,1,0,1,0,1,3763
1,1,2,1,3,1,4,3763
2,2,0,1,3,2,5,3763
3,3,0,1,3,3,6,3763
4,4,0,3,3,6,9,3763
5,5,0,0,3,6,9,3763
0,0,1,0,1,0,1,3764
1,1,2,1,3,1,4,3764
2,2,0,0,3,1,4,3764
0,0,1,0,1,0,1,3765
1,1,1,0,2,0,2,3765
2,2,0,0,2,0,2,3765
0,0,1,0,1,0,1,3766
1,1,0,0,1,0,1,3766
0,0,1,0,1,0,1,3767
1,1,0,0,1,0,1,3767
0,0,1,0,1,0,1,3768
1,1,3,1,4,1,5,3768
2,2,0,0,4,1,5,3768
0,0,1,0,1,0,1,3769
1,1,2,0,3,0,3,3769
2,2,0,0,3,0,3,3769
0,0,1,0,1,0,1,3770
1,1,0,0,1,0,1,3770
0,0,1,0,1,0,1,3771
1,1,1,0,2,0,2,3771
2,2,1,1,3,1,4,3771
3,3,2,1,5,2,7,3771
4,4,0,0,5,2,7,3771
0,0,1,0,1,0,1,3772
1,1,0,0,1,0,1,3772
0,0,1,0,1,0,1,3773
1,1,1,0,2,0,2,3773
2,2,1,0,3,0,3,3773
3,3,0,0,3,0,3,3773
0,0,1,0,1,0,1,3774
1,1,2,0,3,0,3,3774
2,2,1,0,4,0,4,3774
3,3,0,0,4,0,4,3774
0,0,1,0,1,0,1,3775
1,1,1,0,2,0,2,3775
2,2,1,1,3,1,4,3775
3,3,1,2,4,3,7,3775
4,4,3,3,7,6,13,3775
5,5,2,1,9,7,16,3775
6,6,4,1,13,8,21,3775
7,7,4,1,17,9,26,3775
8,8,3,2,20,11,31,3775
9,9,2,2,22,13,35,3775
10,10,0,2,22,15,37,3775
11,11,1,0,23,15,38,3775
12,12,0,2,23,17,40,3775
13,13,0,4,23,21,44,3775
14,14,0,2,23,23,46,3775
15,15,1,0,24,23,47,3775
16,16,1,0,25,23,48,3775
17,17,1,0,26,23,49,3775
18,18,1,0,27,23,50,3775
19,19,3,0,30,23,53,3775
20,20,3,0,33,23,56,3775
21,21,0,2,33,25,58,3775
22,22,1,2,34,27,61,3775
23,23,3,2,37,29,66,3775
24,24,0,1,37,30,67,3775
25,25,0,1,37,31,68,3775
26,26,0,0,37,31,68,3775
0,0,1,0,1,0,1,3776
1,1,0,0,1,0,1,3776
0,0,1,0,1,0,1,3777
1,1,1,0,2,0,2,3777
2,2,1,0,3,0,3,3777
3,3,1,0,4,0,4,3777
4,4,1,0,5,0,5,3777
5,5,1,0,6,0,6,3777
6,6,0,0,6,0,6,3777
0,0,1,0,1,0,1,3778
1,1,2,0,3,0,3,3778
2,2,3,0,6,0,6,3778
3,3,4,0,10,0,10,3778
4,4,3,0,13,0,13,3778
5,5,1,2,14,2,16,3778
6,6,0,4,14,6,20,3778
7,7,1,4,15,10,25,3778
8,8,2,6,17,16,33,3778
9,9,4,3,21,19,40,3778
10,10,2,4,23,23,46,3778
11,11,1,8,24,31,55,3778
12,12,0,1,24,32,56,3778
13,13,0,1,24,33,57,3778
14,14,0,0,24,33,57,3778
0,0,1,0,1,0,1,3779
1,1,0,0,1,0,1,3779
0,0,1,0,1,0,1,3780
1,1,0,0,1,0,1,3780
0,0,1,0,1,0,1,3781
1,1,1,0,2,0,2,3781
2,2,0,1,2,1,3,3781
3,3,0,1,2,2,4,3781
4,4,0,0,2,2,4,3781
0,0,1,0,1,0,1,3782
1,1,1,0,2,0,2,3782
2,2,1,0,3,0,3,3782
3,3,0,0,3,0,3,3782
0,0,1,0,1,0,1,3783
1,1,2,0,3,0,3,3783
2,2,1,1,4,1,5,3783
3,3,0,0,4,1,5,3783
0,0,1,0,1,0,1,3784
1,1,0,0,1,0,1,3784
0,0,1,0,1,0,1,3785
1,1,1,0,2,0,2,3785
2,2,0,0,2,0,2,3785
0,0,1,0,1,0,1,3786
1,1,3,0,4,0,4,3786
2,2,0,0,4,0,4,3786
0,0,1,0,1,0,1,3787
1,1,0,0,1,0,1,3787
0,0,1,0,1,0,1,3788
1,1,1,1,2,1,3,3788
2,2,0,0,2,1,3,3788
0,0,1,0,1,0,1,3789
1,1,0,0,1,0,1,3789
0,0,1,0,1,0,1,3790
1,1,1,2,2,2,4,3790
2,2,0,1,2,3,5,3790
3,3,1,2,3,5,8,3790
4,4,0,1,3,6,9,3790
5,5,0,1,3,7,10,3790
6,6,0,0,3,7,10,3790
0,0,1,0,1,0,1,3791
1,1,1,0,2,0,2,3791
2,2,0,0,2,0,2,3791
0,0,1,0,1,0,1,3792
1,1,0,0,1,0,1,3792
0,0,1,0,1,0,1,3793
1,1,0,0,1,0,1,3793
0,0,1,0,1,0,1,3794
1,1,0,1,1,1,2,3794
2,2,0,0,1,1,2,3794
0,0,1,0,1,0,1,3795
1,1,0,0,1,0,1,3795
0,0,1,0,1,0,1,3796
1,1,1,0,2,0,2,3796
2,2,0,0,2,0,2,3796
0,0,1,0,1,0,1,3797
1,1,1,0,2,0,2,3797
2,2,1,0,3,0,3,3797
3,3,2,0,5,0,5,3797
4,4,0,0,5,0,5,3797
0,0,1,0,1,0,1,3798
1,1,2,0,3,0,3,3798
2,2,1,0,4,0,4,3798
3,3,0,0,4,0,4,3798
0,0,1,0,1,0,1,3799
1,1,0,1,1,1,2,3799
2,2,0,1,1,2,3,3799
3,3,1,2,2,4,6,3799
4,4,1,2,3,6,9,3799
5,5,3,0,6,6,12,3799
6,6,6,1,12,7,19,3799
7,7,4,2,16,9,25,3799
8,8,5,0,21,9,30,3799
9,9,3,1,24,10,34,3799
10,10,2,0,26,10,36,3799
11,11,0,0,26,10,36,3799
0,0,1,0,1,0,1,3800
1,1,0,0,1,0,1,3800
0,0,1,0,1,0,1,3801
1,1,1,0,2,0,2,3801
2,2,0,0,2,0,2,3801
0,0,1,0,1,0,1,3802
1,1,0,1,1,1,2,3802
2,2,3,0,4,1,5,3802
3,3,1,0,5,1,6,3802
4,4,1,0,6,1,7,3802
5,5,1,0,7,1,8,3802
6,6,0,0,7,1,8,3802
0,0,1,0,1,0,1,3803
1,1,1,0,2,0,2,3803
2,2,1,0,3,0,3,3803
3,3,2,0,5,0,5,3803
4,4,0,0,5,0,5,3803
0,0,1,0,1,0,1,3804
1,1,0,0,1,0,1,3804
0,0,1,0,1,0,1,3805
1,1,1,0,2,0,2,3805
2,2,0,0,2,0,2,3805
0,0,1,0,1,0,1,3806
1,1,0,0,1,0,1,3806
0,0,1,0,1,0,1,3807
1,1,2,0,3,0,3,3807
2,2,4,0,7,0,7,3807
3,3,2,2,9,2,11,3807
4,4,3,1,12,3,15,3807
5,5,3,3,15,6,21,3807
6,6,4,1,19,7,26,3807
7,7,4,1,23,8,31,3807
8,8,2,2,25,10,35,3807
9,9,2,1,27,11,38,3807
10,10,4,1,31,12,43,3807
11,11,1,1,32,13,45,3807
12,12,1,0,33,13,46,3807
13,13,0,1,33,14,47,3807
14,14,0,1,33,15,48,3807
15,15,0,1,33,16,49,3807
16,16,1,1,34,17,51,3807
17,17,2,2,36,19,55,3807
18,18,1,2,37,21,58,3807
19,19,1,3,38,24,62,3807
20,20,1,3,39,27,66,3807
21,21,3,1,42,28,70,3807
22,22,3,2,45,30,75,3807
23,23,0,2,45,32,77,3807
24,24,0,1,45,33,78,3807
25,25,0,0,45,33,78,3807
0,0,1,0,1,0,1,3808
1,1,1,0,2,0,2,3808
2,2,2,0,4,0,4,3808
3,3,0,0,4,0,4,3808
0,0,1,0,1,0,1,3809
1,1,2,0,3,0,3,3809
2,2,1,0,4,0,4,3809
3,3,0,0,4,0,4,3809
0,0,1,0,1,0,1,3810
1,1,0,0,1,0,1,3810
0,0,1,0,1,0,1,3811
1,1,1,0,2,0,2,3811
2,2,0,0,2,0,2,3811
0,0,1,0,1,0,1,3812
1,1,2,0,3,0,3,3812
2,2,0,0,3,0,3,3812
0,0,1,0,1,0,1,3813
1,1,0,0,1,0,1,3813
0,0,1,0,1,0,1,3814
1,1,0,1,1,1,2,3814
2,2,1,0,2,1,3,3814
3,3,0,0,2,1,3,3814
0,0,1,0,1,0,1,3815
1,1,0,0,1,0,1,3815
0,0,1,0,1,0,1,3816
1,1,1,1,2,1,3,3816
2,2,2,0,4,1,5,3816
3,3,1,0,5,1,6,3816
4,4,1,1,6,2,8,3816
5,5,1,1,7,3,10,3816
6,6,3,1,10,4,14,3816
7,7,2,2,12,6,18,3816
8,8,6,3,18,9,27,3816
9,9,4,4,22,13,35,3816
10,10,1,2,23,15,38,3816
11,11,1,5,24,20,44,3816
12,12,1,5,25,25,50,3816
13,13,1,3,26,28,54,3816
14,14,5,7,31,35,66,3816
15,15,4,2,35,37,72,3816
16,16,0,3,35,40,75,3816
17,17,0,4,35,44,79,3816
18,18,0,2,35,46,81,3816
19,19,0,3,35,49,84,3816
20,20,2,1,37,50,87,3816
21,21,3,1,40,51,91,3816
22,22,2,3,42,54,96,3816
23,23,1,2,43,56,99,3816
24,24,2,3,45,59,104,3816
25,25,0,4,45,63,108,3816
26,26,0,2,45,65,110,3816
27,27,1,0,46,65,111,3816
28,28,0,0,46,65,111,3816
0,0,1,0,1,0,1,3817
1,1,0,1,1,1,2,3817
2,2,1,0,2,1,3,3817
3,3,0,0,2,1,3,3817
0,0,1,0,1,0,1,3818
1,1,2,0,3,0,3,3818
2,2,1,0,4,0,4,3818
3,3,2,0,6,0,6,3818
4,4,1,1,7,1,8,3818
5,5,2,1,9,2,11,3818
6,6,2,3,11,5,16,3818
7,7,1,4,12,9,21,3818
8,8,0,3,12,12,24,3818
9,9,1,1,13,13,26,3818
10,10,1,1,14,14,28,3818
11,11,1,0,15,14,29,3818
12,12,2,1,17,15,32,3818
13,13,4,0,21,15,36,3818
14,14,5,0,26,15,41,3818
15,15,6,0,32,15,47,3818
16,16,4,0,36,15,51,3818
17,17,5,1,41,16,57,3818
18,18,7,1,48,17,65,3818
19,19,7,4,55,21,76,3818
20,20,6,5,61,26,87,3818
21,21,7,2,68,28,96,3818
22,22,8,2,76,30,106,3818
23,23,6,1,82,31,113,3818
24,24,2,1,84,32,116,3818
25,25,1,1,85,33,118,3818
26,26,1,1,86,34,120,3818
27,27,2,0,88,34,122,3818
28,28,1,0,89,34,123,3818
29,29,1,0,90,34,124,3818
30,30,0,1,90,35,125,3818
31,31,0,0,90,35,125,3818
0,0,1,0,1,0,1,3819
1,1,1,1,2,1,3,3819
2,2,2,0,4,1,5,3819
3,3,0,0,4,1,5,3819
0,0,1,0,1,0,1,3820
1,1,1,0,2,0,2,3820
2,2,0,0,2,0,2,3820
0,0,1,0,1,0,1,3821
1,1,2,0,3,0,3,3821
2,2,1,0,4,0,4,3821
3,3,1,0,5,0,5,3821
4,4,0,0,5,0,5,3821
0,0,1,0,1,0,1,3822
1,1,0,1,1,1,2,3822
2,2,0,1,1,2,3,3822
3,3,0,1,1,3,4,3822
4,4,0,0,1,3,4,3822
0,0,1,0,1,0,1,3823
1,1,1,0,2,0,2,3823
2,2,1,0,3,0,3,3823
3,3,0,0,3,0,3,3823
0,0,1,0,1,0,1,3824
1,1,2,0,3,0,3,3824
2,2,0,1,3,1,4,3824
3,3,0,1,3,2,5,3824
4,4,0,1,3,3,6,3824
5,5,0,1,3,4,7,3824
6,6,1,1,4,5,9,3824
7,7,1,1,5,6,11,3824
8,8,1,2,6,8,14,3824
9,9,1,2,7,10,17,3824
10,10,1,2,8,12,20,3824
11,11,1,6,9,18,27,3824
12,12,2,5,11,23,34,3824
13,13,1,2,12,25,37,3824
14,14,2,1,14,26,40,3824
15,15,1,1,15,27,42,3824
16,16,2,1,17,28,45,3824
17,17,2,1,19,29,48,3824
18,18,2,2,21,31,52,3824
19,19,2,0,23,31,54,3824
20,20,0,1,23,32,55,3824
21,21,0,2,23,34,57,3824
22,22,1,0,24,34,58,3824
23,23,1,0,25,34,59,3824
24,24,1,0,26,34,60,3824
25,25,1,0,27,34,61,3824
26,26,2,1,29,35,64,3824
27,27,2,4,31,39,70,3824
28,28,3,4,34,43,77,3824
29,29,7,1,41,44,85,3824
30,30,7,4,48,48,96,3824
31,31,3,7,51,55,106,3824
32,32,2,5,53,60,113,3824
33,33,5,8,58,68,126,3824
34,34,6,5,64,73,137,3824
35,35,3,9,67,82,149,3824
36,36,8,12,75,94,169,3824
37,37,6,6,81,100,181,3824
38,38,4,9,85,109,194,3824
39,39,6,10,91,119,210,3824
40,40,2,11,93,130,223,3824
41,41,4,9,97,139,236,3824
42,42,3,6,100,145,245,3824
43,43,2,4,102,149,251,3824
44,44,2,5,104,154,258,3824
45,45,1,2,105,156,261,3824
46,46,1,1,106,157,263,3824
47,47,0,0,106,157,263,3824
0,0,1,0,1,0,1,3825
1,1,1,0,2,0,2,3825
2,2,0,0,2,0,2,3825
0,0,1,0,1,0,1,3826
1,1,0,0,1,0,1,3826
0,0,1,0,1,0,1,3827
1,1,1,0,2,0,2,3827
2,2,0,1,2,1,3,3827
3,3,0,1,2,2,4,3827
4,4,1,2,3,4,7,3827
5,5,0,1,3,5,8,3827
6,6,0,0,3,5,8,3827
0,0,1,0,1,0,1,3828
1,1,0,0,1,0,1,3828
0,0,1,0,1,0,1,3829
1,1,0,1,1,1,2,3829
2,2,2,1,3,2,5,3829
3,3,3,0,6,2,8,3829
4,4,1,2,7,4,11,3829
5,5,1,4,8,8,16,3829
6,6,1,3,9,11,20,3829
7,7,1,0,10,11,21,3829
8,8,0,0,10,11,21,3829
0,0,1,0,1,0,1,3830
1,1,0,0,1,0,1,3830
0,0,1,0,1,0,1,3831
1,1,0,0,1,0,1,3831
0,0,1,0,1,0,1,3832
1,1,0,0,1,0,1,3832
0,0,1,0,1,0,1,3833
1,1,1,0,2,0,2,3833
2,2,0,0,2,0,2,3833
0,0,1,0,1,0,1,3834
1,1,5,0,6,0,6,3834
2,2,1,0,7,0,7,3834
3,3,0,0,7,0,7,3834
0,0,1,0,1,0,1,3835
1,1,3,0,4,0,4,3835
2,2,0,0,4,0,4,3835
0,0,1,0,1,0,1,3836
1,1,0,0,1,0,1,3836
0,0,1,0,1,0,1,3837
1,1,0,0,1,0,1,3837
0,0,1,0,1,0,1,3838
1,1,2,0,3,0,3,3838
2,2,0,1,3,1,4,3838
3,3,0,1,3,2,5,3838
4,4,0,0,3,2,5,3838
0,0,1,0,1,0,1,3839
1,1,0,0,1,0,1,3839
0,0,1,0,1,0,1,3840
1,1,1,0,2,0,2,3840
2,2,0,0,2,0,2,3840
0,0,1,0,1,0,1,3841
1,1,1,0,2,0,2,3841
2,2,2,0,4,0,4,3841
3,3,0,0,4,0,4,3841
0,0,1,0,1,0,1,3842
1,1,1,0,2,0,2,3842
2,2,2,0,4,0,4,3842
3,3,0,0,4,0,4,3842
0,0,1,0,1,0,1,3843
1,1,0,0,1,0,1,3843
0,0,1,0,1,0,1,3844
1,1,0,0,1,0,1,3844
0,0,1,0,1,0,1,3845
1,1,0,0,1,0,1,3845
0,0,1,0,1,0,1,3846
1,1,0,1,1,1,2,3846
2,2,0,0,1,1,2,3846
0,0,1,0,1,0,1,3847
1,1,0,0,1,0,1,3847
0,0,1,0,1,0,1,3848
1,1,0,0,1,0,1,3848
0,0,1,0,1,0,1,3849
1,1,3,0,4,0,4,3849
2,2,2,0,6,0,6,3849
3,3,4,0,10,0,10,3849
4,4,5,0,15,0,15,3849
5,5,2,1,17,1,18,3849
6,6,1,1,18,2,20,3849
7,7,0,0,18,2,20,3849
0,0,1,0,1,0,1,3850
1,1,0,0,1,0,1,3850
0,0,1,0,1,0,1,3851
1,1,1,0,2,0,2,3851
2,2,1,0,3,0,3,3851
3,3,0,0,3,0,3,3851
0,0,1,0,1,0,1,3852
1,1,0,0,1,0,1,3852
0,0,1,0,1,0,1,3853
1,1,1,1,2,1,3,3853
2,2,1,0,3,1,4,3853
3,3,1,0,4,1,5,3853
4,4,1,0,5,1,6,3853
5,5,1,0,6,1,7,3853
6,6,0,1,6,2,8,3853
7,7,0,1,6,3,9,3853
8,8,1,0,7,3,10,3853
9,9,0,1,7,4,11,3853
10,10,0,2,7,6,13,3853
11,11,1,0,8,6,14,3853
12,12,1,1,9,7,16,3853
13,13,1,1,10,8,18,3853
14,14,0,1,10,9,19,3853
15,15,0,0,10,9,19,3853
0,0,1,0,1,0,1,3854
1,1,2,0,3,0,3,3854
2,2,0,2,3,2,5,3854
3,3,1,1,4,3,7,3854
4,4,1,0,5,3,8,3854
5,5,2,0,7,3,10,3854
6,6,0,0,7,3,10,3854
0,0,1,0,1,0,1,3855
1,1,0,1,1,1,2,3855
2,2,1,0,2,1,3,3855
3,3,1,0,3,1,4,3855
4,4,0,0,3,1,4,3855
0,0,1,0,1,0,1,3856
1,1,0,0,1,0,1,3856
0,0,1,0,1,0,1,3857
1,1,2,0,3,0,3,3857
2,2,1,0,4,0,4,3857
3,3,0,0,4,0,4,3857
0,0,1,0,1,0,1,3858
1,1,1,0,2,0,2,3858
2,2,0,0,2,0,2,3858
0,0,1,0,1,0,1,3859
1,1,1,0,2,0,2,3859
2,2,0,0,2,0,2,3859
0,0,1,0,1,0,1,3860
1,1,2,0,3,0,3,3860
2,2,0,0,3,0,3,3860
0,0,1,0,1,0,1,3861
1,1,1,0,2,0,2,3861
2,2,1,0,3,0,3,3861
3,3,0,0,3,0,3,3861
0,0,1,0,1,0,1,3862
1,1,1,0,2,0,2,3862
2,2,1,0,3,0,3,3862
3,3,0,0,3,0,3,3862
0,0,1,0,1,0,1,3863
1,1,1,0,2,0,2,3863
2,2,2,0,4,0,4,3863
3,3,1,1,5,1,6,3863
4,4,0,0,5,1,6,3863
0,0,1,0,1,0,1,3864
1,1,0,0,1,0,1,3864
0,0,1,0,1,0,1,3865
1,1,0,0,1,0,1,3865
0,0,1,0,1,0,1,3866
1,1,1,1,2,1,3,3866
2,2,1,0,3,1,4,3866
3,3,0,0,3,1,4,3866
0,0,1,0,1,0,1,3867
1,1,1,1,2,1,3,3867
2,2,0,0,2,1,3,3867
0,0,1,0,1,0,1,3868
1,1,1,0,2,0,2,3868
2,2,0,1,2,1,3,3868
3,3,0,1,2,2,4,3868
4,4,0,0,2,2,4,3868
0,0,1,0,1,0,1,3869
1,1,1,0,2,0,2,3869
2,2,0,0,2,0,2,3869
0,0,1,0,1,0,1,3870
1,1,1,0,2,0,2,3870
2,2,0,0,2,0,2,3870
0,0,1,0,1,0,1,3871
1,1,0,0,1,0,1,3871
